  NGC 2516      7 58 49.99 -60 49.44 2000.0 3
--ID--  del_RA  del_DC    V     V-I    B-V    U-B   e(V) e(V-I)e(B-V)e(U-B)  --nobs-  BDA  Pmu FRH X HTR Ha  sp rlc Sp       name
   482  -7.866 -12.131 13.800  0.770  0.603  0.059  0.006 0.006 0.006 0.003  2 2 2 2 1569
   483  -7.836   8.720 16.846  0.510  0.370  0.157  0.003 0.009 0.017 0.034  2 2 2 1     
   484  -7.815 -10.941 14.724  1.110  1.018  0.746  0.006 0.010 0.008 0.017  2 2 2 1     
   485  -7.808  -0.133  9.195  0.174  0.051 -0.142  0.012 0.019 0.013 0.009  1 1 1 1   41 0.97              1.9 0.0 B9pshell -60 968 E040 D28 V373 Car
   486  -7.805  21.149 16.558  0.883  0.714  0.123  0.009 0.028 0.012 0.029  2 2 2 1     
   487  -7.793   0.789 11.094  0.511  0.394  0.166  0.015 0.017 0.019 0.013  2 2 2 2   93 0.97 149 H                         E120
   488  -7.788   1.170 15.030  0.902  0.739  0.196  0.002 0.004 0.002 0.010  2 2 2 1     
   489  -7.786  14.875 16.766  1.560  1.134  0.736  0.017 0.022 0.021 0.074  2 2 1 1     
   490  -7.781  18.654 14.396  1.006  0.929  0.629  0.003 0.010 0.006 0.013  2 2 2 1     
   491  -7.670  22.057 16.093  1.291  1.126  0.674  0.005 0.016 0.005 0.038  2 2 2 1     
   492  -7.660  -2.200 16.462  1.619  1.394  1.093  0.003 0.012 0.012 0.099  2 2 1 1           158 H
   493  -7.657  -9.095 15.552  0.850  0.667  0.103  0.004 0.004 0.004 0.015  2 2 2 1     
   494  -7.651 -11.800 15.764  1.020  0.897  0.422  0.001 0.008 0.009 0.020  2 2 2 1     
   495  -7.645  10.325 16.993  1.140  0.990  0.609  0.008 0.012 0.014 0.058  2 2 1 1     
   496  -7.618 -15.094 15.890  0.865  0.667  0.111  0.001 0.008 0.004 0.016  2 2 2 1     
   497  -7.612   3.683 16.569  0.886  0.683  0.106  0.000 0.000 0.002 0.032  4 4 3 2     
   498  -7.587 -12.637 15.275  1.043  0.850  0.387  0.005 0.008 0.005 0.014  2 2 2 1     
   499  -7.584  17.928 12.027  0.703  0.550  0.071  0.007 0.008 0.009 0.006  2 2 2 2 1238      209 +                         JTP067
   500  -7.568   8.238 15.260  1.086  0.984  0.747  0.010 0.011 0.013 0.035  2 2 2 1     
   501  -7.566  -1.948 16.107  0.876  0.745  0.168  0.001 0.007 0.007 0.024  2 2 2 1     
   502  -7.561 -13.758 12.757  0.552  0.437  0.253  0.001 0.002 0.006 0.005  2 2 2 2 1527
   503  -7.546   6.176 16.589  2.370  0.970  0.000  0.060 0.060 0.127 0.000  1 1 1 0     
   504  -7.541  -6.773 13.821  0.904  0.828  0.339  0.003 0.003 0.005 0.008  2 2 2 1 1514           
   505  -7.540  -1.855 16.978  0.829  0.616  0.018  0.002 0.005 0.010 0.037  2 2 1 1           174 +                         JTP058
   506  -7.538  13.818 16.688  0.794  0.000  0.000  0.064 0.064 0.000 0.000  1 1 0 0     
   507  -7.536   0.499  9.552  0.130  0.092  0.035  0.008 0.019 0.009 0.009  1 1 1 1   94 0.99              2.0 1.0 A0IV     -60 970 E122 D30   
   508  -7.531 -13.639 16.246  1.576  1.343  1.357  0.010 0.014 0.014 0.095  2 2 1 1     
   509  -7.487  13.791 11.168  0.461  0.349  0.087  0.017 0.021 0.019 0.009  1 1 1 1 1227 0.88
   510  -7.475  -1.008 16.685  0.924  0.827  0.281  0.009 0.017 0.013 0.032  2 2 1 1     
   511  -7.454   8.594 15.828  0.855  0.586  0.155  0.050 0.054 0.051 0.065  2 2 2 1     
   512  -7.452   6.990 15.265  0.916  0.803  0.279  0.004 0.005 0.009 0.016  2 2 2 1  182                                    E083
   513  -7.423   5.235 14.285  0.850  0.672  0.021  0.000 0.003 0.002 0.015  2 2 2 2 1214
   514  -7.400   6.161  9.632  0.089  0.071  0.048  0.010 0.019 0.013 0.011  1 1 1 1   58 0.99              2.0 0.0 A0V      -60 971 E082 D31   
   515  -7.391  -2.141 16.395  1.126  0.997  0.523  0.006 0.028 0.010 0.045  2 2 1 1     
   516  -7.333  -7.145 16.455  1.183  1.086  0.884  0.024 0.027 0.027 0.069  2 2 1 1     
   517  -7.270  17.042 14.587  0.800  0.683  0.177  0.004 0.005 0.004 0.010  2 2 2 1     
   518  -7.249  14.542 15.762  0.871  0.723  0.176  0.000 0.015 0.000 0.016  2 2 2 1     
   519  -7.222  -8.106 16.794  1.095  0.910  0.438  0.000 0.002 0.011 0.056  2 2 1 1     
   520  -7.172  10.277 11.532  0.824  0.748  0.329  0.010 0.024 0.010 0.002  1 1 1 2   90 0.00
   521  -7.169  12.141 14.543  1.054  0.869  0.361  0.006 0.021 0.006 0.010  2 2 2 1     
   522  -7.127  14.239 14.862  0.958  0.858  0.413  0.000 0.003 0.001 0.013  2 2 2 1     
   523  -7.111  -7.560 15.927  0.967  0.741  0.108  0.001 0.015 0.002 0.019  2 2 2 1       
   524  -7.096   4.332 10.870  0.362  0.318  0.182  0.015 0.025 0.018 0.010  1 1 1 1   44 0.99                      A7III    (H76)-60 972 E084
   525  -7.058   1.875 15.342  0.899  0.753  0.186  0.007 0.001 0.006 0.015  4 4 4 2      
   526  -7.043 -14.388 16.656  1.029  0.882  0.367  0.004 0.009 0.010 0.038  2 2 1 1      
   527  -7.041   3.003 13.186  1.409  1.401  1.624  0.001 0.003 0.001 0.007  4 4 4 2  214
   528  -7.035   7.354 15.264  1.064  0.921  0.520  0.016 0.019 0.017 0.017  2 2 2 1  180                                    E078
   529  -7.027 -14.919 16.920  1.822  1.447  0.000  0.016 0.016 0.021 0.000  2 2 1 0     
   530  -7.026  19.610 16.888  0.916  0.734  0.230  0.020 0.024 0.022 0.053  2 2 1 1     
   531  -7.011 -11.084 14.353  1.031  0.924  0.521  0.001 0.007 0.007 0.016  2 2 2 1     
   532  -6.977   2.639 16.723  0.941  0.722  0.070  0.001 0.007 0.007 0.051  4 4 3 2     
   533  -6.973   2.446 13.104  0.895  0.741  0.208  0.004 0.002 0.002 0.011  4 4 4 4  215           
   534  -6.963   3.585 16.131  0.944  0.784  0.297  0.003 0.003 0.002 0.028  4 4 4 2     
   535  -6.960  -8.210 15.440  0.871  0.715  0.179  0.012 0.012 0.012 0.016  2 2 2 1     
   536  -6.944  -6.295 12.218  0.820  0.722  0.221  0.014 0.015 0.021 0.021  1 1 1 1 1512A     210 H
   537  -6.940 -10.290 16.551  0.867  0.687  0.063  0.004 0.015 0.008 0.031  2 2 1 1     
   538  -6.925  -6.283 12.991  0.840  0.803  0.605  0.016 0.016 0.040 0.101  1 1 1 1 1512B
   539  -6.897  19.364 12.843  2.047  1.774  2.160  0.001 0.011 0.001 0.017  2 2 2 1 1248
   540  -6.831 -11.032 15.551  0.875  0.719  0.214  0.002 0.002 0.004 0.012  2 2 2 1     
   541  -6.779 -13.941 16.858  0.910  0.706  0.051  0.008 0.012 0.013 0.031  2 2 1 1     
   542  -6.778   4.300 13.787  0.937  0.819  0.349  0.002 0.001 0.001 0.000  3 3 3 3 1209      112 X
   543  -6.771 -11.069 14.759  1.140  1.020  0.766  0.002 0.003 0.009 0.017  2 2 2 1     
   544  -6.743 -11.635 16.678  0.939  0.821  0.307  0.013 0.022 0.016 0.037  2 2 1 1     
   545  -6.741 -11.319 16.869  1.168  0.996  0.562  0.010 0.016 0.017 0.057  2 2 1 1     
   546  -6.721  -2.301 14.015  1.174  1.078  0.706  0.005 0.006 0.006 0.012  2 2 2 1  161      111 X                         E037
   547  -6.700  20.307 15.663  1.235  1.159  1.050  0.006 0.009 0.006 0.034  2 2 2 1     
   548  -6.671  13.337 16.103  1.599  1.332  1.147  0.000 0.010 0.003 0.063  2 2 2 1           211 +                         JTP071
   549  -6.665   6.091 13.976  1.005  0.872  0.427  0.002 0.002 0.003 0.012  2 2 2 2  181      159 H                         E079
   550  -6.660  14.170 15.629  0.980  0.939  0.600  0.002 0.004 0.014 0.027  2 2 2 1     
   551  -6.657   0.994 12.869  0.881  0.709  0.128  0.001 0.005 0.004 0.006  2 2 2 2 1403      110 +                         JTP072
   552  -6.657   3.079 14.364  1.601  1.488  1.649  0.002 0.001 0.008 0.055  4 4 4 2  216
   553  -6.656   8.780 12.622  0.715  0.604  0.084  0.002 0.004 0.003 0.002  2 2 2 2 1219      109 +                         JTP076
   554  -6.642  14.581 15.790  0.827  0.705  0.201  0.006 0.011 0.007 0.013  2 2 2 1     
   555  -6.637 -11.461 13.038  1.100  0.971  0.527  0.002 0.003 0.003 0.005  2 2 2 2 1525       73 R                         JTP073
   556  -6.632 -11.851 16.987  1.034  0.945  0.666  0.016 0.018 0.020 0.072  2 2 1 1     
   557  -6.617  -3.519 12.639  1.221  1.144  0.972  0.002 0.002 0.008 0.009  2 2 2 2  156                                    E028
   558  -6.609  21.324 16.469  0.903  0.745  0.152  0.005 0.010 0.008 0.021  2 2 2 1     
   559  -6.606  12.744 13.763  1.218  1.124  1.018  0.020 0.020 0.026 0.022  2 2 2 1  244                                    AR134
   560  -6.590   7.058 13.019  1.100  1.068  0.969  0.005 0.006 0.006 0.003  2 2 2 2  179      108 +                         E077 JTP165=Mic30
   561  -6.549  -5.539 14.456  1.053  0.948  0.579  0.000 0.003 0.001 0.010  2 2 2 1  152                                    E020
   562  -6.476  -1.117 12.702  0.763  0.649  0.112  0.001 0.002 0.002 0.006  2 2 2 2   89      106 +                         JTP075
   563  -6.446  16.867 14.768  0.857  0.713  0.180  0.002 0.023 0.002 0.011  2 2 2 1           212 H
   564  -6.441   4.004  9.375  0.140  0.060  0.030  0.002 0.001 0.002 0.005  2 2 2 2   43 0.99              2.1 0.0 A1V      -60 973 E081       
   565  -6.431   5.166  9.841  0.255  0.195  0.153  0.009 0.017 0.013 0.009  1 1 1 1   45 0.99 105 +        2.2 0.0 A2V      -60 974 E080 D32 JTP078
   566  -6.381  -0.331 13.439  0.742  0.609  0.057  0.000 0.006 0.003 0.003  2 2 2 2  163                                    E041 D39
   567  -6.362  -4.203 14.369  1.051  0.909  0.471  0.001 0.002 0.001 0.009  2 2 2 1  155      104 +                         E027 JTP077
   568  -6.358   8.533 16.853  0.835  0.701  0.076  0.003 0.006 0.005 0.033  2 2 2 1     
   569  -6.344   3.699 15.219  1.425  1.204  1.023  0.002 0.002 0.003 0.024  4 4 4 2           102 X
   570  -6.329  -1.311  8.960  0.128  0.095  0.060  0.009 0.016 0.011 0.024  1 1 1 1    1 0.99              2.0 0.0 A0V      -60 975 SB2? E038 
   571  -6.322 -10.812 13.479  0.745  0.595  0.055  0.003 0.003 0.003 0.002  2 2 2 2 1522
   572  -6.306  12.824 16.131  1.163  1.156  1.011  0.005 0.013 0.007 0.082  2 2 2 1     
   573  -6.214 -14.205 14.913  1.167  1.045  0.765  0.015 0.022 0.016 0.021  2 2 2 1     
   574  -6.206  12.529 16.039  0.910  0.705  0.162  0.053 0.055 0.079 0.065  2 2 1 1     
   575  -6.152  -7.446 12.674  0.827  0.665  0.116  0.005 0.005 0.006 0.006  2 2 2 2 1513      213 +                         JTP080
   576  -6.117   3.918 15.970  0.891  0.674  0.105  0.002 0.004 0.004 0.006  4 4 4 2     
   577  -6.109  11.479 16.927  1.329  1.218  1.143  0.019 0.023 0.024 0.124  2 2 1 1     
   578  -6.088  13.548 12.955  1.462  1.413  1.580  0.008 0.009 0.009 0.011  2 2 2 1 1225
   579  -6.063   8.104 14.856  1.277  1.107  0.904  0.006 0.007 0.010 0.019  2 2 2 1           160 H
   580  -6.057  14.055 15.966  0.806  0.693  0.180  0.003 0.014 0.005 0.019  2 2 2 1     
   581  -6.054  -9.083 15.124  1.176  1.132  1.041  0.001 0.006 0.001 0.030  2 2 2 1     
   582  -6.046 -10.929 15.957  0.803  0.711  0.255  0.002 0.006 0.006 0.017  2 2 2 1     
   583  -6.042  -2.756 15.741  1.690  1.399  1.171  0.009 0.010 0.014 0.070  2 2 1 1           100 +                         JTP081
   584  -6.036   0.591 16.708  1.056  0.851  0.490  0.003 0.013 0.016 0.057  2 2 1 1     
   585  -6.023  20.625 15.881  0.859  0.776  0.365  0.002 0.012 0.006 0.021  2 2 2 1     
   586  -6.009  18.042 14.587  1.060  0.988  0.652  0.004 0.007 0.008 0.015  2 2 2 1     
   587  -5.992  15.329 16.684  0.929  0.764  0.223  0.006 0.010 0.015 0.041  2 2 2 1     
   588  -5.990   1.408 16.721  1.031  0.904  0.269  0.003 0.005 0.018 0.042  2 2 1 1     
   589  -5.945 -13.768 16.331  1.590  1.371  1.248  0.000 0.002 0.013 0.068  2 2 1 1     
   590  -5.944   0.682 14.000  0.792  0.609  0.078  0.014 0.016 0.025 0.026  1 1 1 1     
   591  -5.939  -2.321 16.384  1.083  0.969  0.646  0.003 0.003 0.012 0.043  2 2 1 1     
   592  -5.911  16.592 11.062  0.416  0.362  0.119  0.013 0.030 0.016 0.009  1 1 1 1 1237 0.99  83 R                         JTP083
   593  -5.902  20.853 14.111  0.750  0.629  0.120  0.002 0.006 0.007 0.007  2 2 2 2 1250
   594  -5.888   5.772 10.365  0.479  0.394  0.117  0.011 0.017 0.019 0.016  1 1 1 1   46 0.99              3.0 0.0 F0V      -60 977 E075       
   595  -5.887  -7.262 15.626  1.436  1.351  1.335  0.003 0.012 0.010 0.048  2 2 2 1     
   596  -5.879   6.538 11.953  0.700  0.538  0.067  0.006 0.007 0.008 0.011  2 2 2 2   88      161 H                         E076
   597  -5.849  18.454 15.829  0.869  0.745  0.192  0.006 0.011 0.007 0.017  2 2 2 1     
   598  -5.845  17.723 15.943  1.017  0.853  0.337  0.004 0.018 0.007 0.026  2 2 2 1     
   599  -5.831  -5.504 16.207  0.978  0.854  0.321  0.011 0.011 0.011 0.024  2 2 2 1  151                                    E019
   600  -5.810   2.655 12.049  0.749  0.602  0.103  0.012 0.010 0.008 0.003  3 3 3 4   85       98 +                         =193=E103 JTP084
   601  -5.802  -9.718 15.882  0.856  0.667  0.037  0.004 0.006 0.013 0.019  2 2 2 1     
   602  -5.790   0.667  8.855  0.106  0.079 -0.241  0.015 0.020 0.018 0.011  1 1 1 1  127 0.99  97 +        2.0 0.0 A0p      -60 978 SB? E104 D34 JTP082
   603  -5.790 -10.370 14.994  0.792  0.628  0.051  0.004 0.005 0.004 0.009  2 2 2 1     
   604  -5.709  -7.982 14.720  1.180  1.105  0.914  0.000 0.003 0.001 0.019  2 2 2 1     
   605  -5.645 -12.017 11.224  0.645  0.484  0.014  0.012 0.015 0.012 0.004  1 1 1 2 1524
   606  -5.611  15.957 16.703  1.189  1.086  0.979  0.012 0.021 0.017 0.085  2 2 1 1     
   607  -5.604  19.916 12.664  1.123  1.071  0.758  0.014 0.014 0.014 0.002  2 2 2 2 1249
   608  -5.561  14.368 13.077  0.775  0.680  0.142  0.000 0.004 0.004 0.008  2 2 2 2 1226
   609  -5.558   8.933 15.424  1.284  1.161  1.038  0.002 0.005 0.005 0.030  2 2 2 1           162 H
   610  -5.536  13.601 16.942  0.893  0.760  0.159  0.002 0.003 0.011 0.041  2 2 1 1     
   611  -5.532   8.404 16.326  0.924  0.815  0.326  0.004 0.005 0.008 0.032  2 2 2 1     
   612  -5.527  -8.181 15.429  0.845  0.705  0.160  0.002 0.006 0.002 0.013  2 2 2 1     
   613  -5.490  -8.318 14.459  0.793  0.638  0.128  0.004 0.008 0.006 0.010  2 2 2 1     
   614  -5.474   3.245 14.064  1.145  0.964  0.572  0.001 0.004 0.005 0.017  4 4 4 2            92 X
   615  -5.461   4.378 12.688  0.759  0.634  0.117  0.000 0.002 0.004 0.005  2 2 2 2   87       90 +                         C087 E085 JTP085
   616  -5.458   1.774 11.940  0.654  0.536  0.069  0.009 0.009 0.010 0.004  2 2 2 2   82       91 X                         E102
   617  -5.423   9.263 15.829  0.878  0.791  0.401  0.009 0.013 0.011 0.023  2 2 2 1     
   618  -5.379  13.538 14.426  1.837  1.363  1.134  0.008 0.009 0.016 0.025  2 2 2 1            87 +                         JTP086
   619  -5.373  -3.667 14.515  0.534  0.439  0.201  0.004 0.004 0.005 0.008  2 2 2 1  249                                    AR157
   620  -5.362  19.965 15.244  0.856  0.715  0.114  0.008 0.008 0.008 0.011  2 2 2 1     
   621  -5.344   0.895 13.312  1.278  1.225  1.074  0.006 0.007 0.007 0.013  2 2 2 1  217           
   622  -5.336   3.460 15.113  1.013  0.848  0.370  0.000 0.002 0.009 0.016  4 4 4 2     
   623  -5.308  21.987 14.111  1.089  0.942  0.532  0.007 0.011 0.009 0.013  2 2 2 1     
   624  -5.293  -8.439 16.082  1.007  0.864  0.358  0.002 0.009 0.011 0.034  2 2 2 1     
   625  -5.287 -11.909 14.608  0.860  0.697  0.119  0.002 0.002 0.002 0.008  2 2 2 1     
   626  -5.279  -3.149 16.847  1.023  0.875  0.354  0.005 0.016 0.013 0.049  2 2 1 1     
   627  -5.272   2.896 13.541  0.884  0.766  0.367  0.001 0.001 0.001 0.005  4 4 4 4           163 H
   628  -5.211  20.809 16.803  0.934  0.810  0.260  0.005 0.010 0.023 0.046  2 2 2 1     
   629  -5.202   4.875 16.125  1.511  1.304  1.252  0.004 0.022 0.008 0.086  2 2 2 1            84 X
   630  -5.167  -1.793 15.083  0.562  0.395  0.135  0.022 0.015 0.004 0.009  4 4 2 1     
   631  -5.166  21.891 14.696  0.638  0.485  0.101  0.004 0.008 0.008 0.012  2 2 2 2     
   632  -5.159   2.886 10.694  0.453  0.345  0.168  0.001 0.002 0.011 0.001  2 2 2 2   84 0.79                               V410 Car
   633  -5.151  -0.592 14.988  1.182  1.065  0.837  0.040 0.008 0.005 0.019  4 4 2 1     
   634  -5.103 -10.556 15.645  0.893  0.749  0.168  0.003 0.006 0.003 0.016  2 2 2 1     
   635  -5.084  20.098 13.762  1.158  1.131  0.981  0.010 0.015 0.010 0.011  2 2 2 1     
   636  -5.025   4.753 12.279  0.692  0.536  0.064  0.023 0.000 0.008 0.000  4 4 4 3   86       82 +                         C086 E086 JTP088
   637  -5.015 -13.629 16.521  0.949  0.741  0.141  0.006 0.010 0.011 0.029  2 2 1 1     
   638  -4.991  -8.067 15.224  0.916  0.804  0.417  0.001 0.012 0.006 0.017  2 2 2 1     
   639  -4.963   0.135 14.452  0.880  0.736  0.211  0.015 0.008 0.002 0.007  3 3 3 2     
   640  -4.960 -10.586 16.068  0.887  0.729  0.210  0.007 0.010 0.007 0.021  2 2 2 1     
   641  -4.932  15.426 14.238  0.900  0.782  0.351  0.017 0.007 0.011 0.024  4 4 4 3     
   642  -4.930  -7.812 15.132  0.811  0.672  0.170  0.007 0.016 0.013 0.018  2 2 2 1     
   643  -4.910 -10.243 15.632  1.358  1.202  1.164  0.001 0.005 0.002 0.031  2 2 2 1            91 R                         JTP091
   644  -4.896 -10.089 15.625  1.299  1.196  1.191  0.002 0.005 0.012 0.048  2 2 2 1                
   645  -4.845  12.369 16.477  1.060  0.572  0.075  0.028 0.001 0.062 0.090  4 4 3 2     
   646  -4.843  12.386 14.489  0.627  0.532  0.035  0.033 0.003 0.011 0.031  4 4 4 3 1223
   647  -4.840   1.916 15.528  0.944  0.806  0.353  0.014 0.011 0.004 0.041  6 6 6 3     
   648  -4.839  -4.855 16.647  0.856  0.734  0.223  0.012 0.015 0.015 0.037  2 2 1 1     
   649  -4.809  -2.513  9.476  0.241  0.191  0.166  0.018 0.015 0.003 0.009  2 2 2 2   38 0.94  80 +        2.2 0.0 A2Vp     -60 981 E025 D37 V392 Car JTP089
   650  -4.802  13.550 16.079  0.908  0.793  0.357  0.037 0.005 0.006 0.023  4 4 4 2     
   651  -4.798  -1.453 15.162  1.211  1.101  0.907  0.010 0.002 0.008 0.003  4 4 4 2     
   652  -4.781  -0.105 12.026  0.670  0.554  0.067  0.051 0.024 0.019 0.001  4 4 4 4   81       79 X                         E043 D36
   653  -4.763   8.395 15.739  0.883  0.816  0.441  0.017 0.006 0.004 0.003  4 4 4 2     
   654  -4.753   6.487 15.080  0.851  0.698  0.198  0.008 0.004 0.015 0.004  4 4 4 2     
   655  -4.752 -13.485 16.640  0.922  0.709  0.157  0.020 0.020 0.021 0.032  2 2 1 1     
   656  -4.738   2.506 16.297  0.930  0.745  0.125  0.011 0.006 0.007 0.016  6 6 5 3     
   657  -4.717  -0.560 13.951  0.992  0.846  0.367  0.023 0.003 0.005 0.012  4 4 4 3 1576       78 +                         JTP090
   658  -4.699   3.636 14.060  0.806  0.627  0.004  0.016 0.001 0.008 0.000  6 6 6 6  218
   659  -4.644  -2.499 16.246  1.188  1.022  0.740  0.019 0.003 0.048 0.055  4 4 2 1            77 X
   660  -4.643 -14.076 16.974  1.051  0.892  0.498  0.005 0.006 0.012 0.071  2 2 1 1     
   661  -4.632  14.735 16.209  0.918  0.784  0.258  0.031 0.004 0.005 0.012  4 4 4 2     
   662  -4.621 -11.199 12.481  1.177  1.130  0.939  0.000 0.001 0.003 0.006  2 2 2 2 1523
   663  -4.588  -2.283 16.441  1.130  0.880  0.187  0.040 0.022 0.006 0.032  4 4 3 2     
   664  -4.576  11.800 16.223  0.754  0.614 -0.011  0.024 0.010 0.003 0.027  4 4 4 2     
   665  -4.574 -10.133 15.719  0.826  0.687  0.191  0.002 0.006 0.003 0.014  2 2 2 1                
   666  -4.551  10.816 11.956  0.630  0.500  0.059  0.023 0.003 0.005 0.012  3 3 3 4 1920       76 +                         JTP093
   667  -4.547  10.546 14.289  0.979  0.914  0.654  0.029 0.008 0.005 0.018  4 4 4 2 1919
   668  -4.541   0.894 16.589  0.852  0.716  0.083  0.046 0.014 0.025 0.022  4 4 2 2     
   669  -4.522  17.913 15.606  0.925  0.754  0.181  0.003 0.008 0.005 0.016  2 2 2 1     
   670  -4.509 -12.421 13.497  1.002  0.901  0.493  0.004 0.004 0.009 0.008  2 2 2 2            92 R                         JTP092
   671  -4.484   0.025 12.208  1.187  1.169  1.210  0.029 0.013 0.008 0.025  4 4 4 4   80                                    E041
   672  -4.452  -9.763 16.308  0.917  0.756  0.225  0.007 0.009 0.010 0.029  2 2 1 1     
   673  -4.429  15.715 16.803  0.859  0.746  0.181  0.024 0.011 0.010 0.019  4 4 4 2     
   674  -4.409  10.388 10.429  0.299  0.272  0.168  0.031 0.012 0.002 0.008  2 2 2 2   59 0.00                               -60 983 D40 V417 Car
   675  -4.406   4.022 14.686  1.139  0.977  0.659  0.016 0.004 0.007 0.018  6 6 6 3     
   676  -4.402  -0.410 16.533  1.866  1.508  1.398  0.017 0.002 0.003 0.113  4 4 2 1     
   677  -4.383 -10.137 13.951  1.156  1.048  0.701  0.002 0.003 0.003 0.010  2 2 2 1        
   678  -4.379 -11.717 15.262  0.913  0.789  0.319  0.002 0.003 0.003 0.012  2 2 2 1     
   679  -4.358 -14.417 16.936  0.891  0.731  0.088  0.011 0.046 0.014 0.037  2 2 1 1                
   680  -4.339   5.883  9.684  0.284  0.208  0.149  0.029 0.003 0.005 0.007  2 2 2 2   47 0.99  74 +        2.2 0.0 A2V      -60 984 E074 D41 JTP094
   681  -4.338 -12.858 15.685  1.196  1.113  0.903  0.001 0.002 0.006 0.042  2 2 2 1     
   682  -4.308   4.136 10.098  0.175  0.120  0.131  0.020 0.002 0.013 0.009  3 3 3 3   50 0.99                               -60 986 E087
   683  -4.304  10.432 16.905  1.191  0.000  0.000  0.030 0.008 0.000 0.000  4 4 0 0     
   684  -4.270 -13.928 16.838  0.954  0.786  0.376  0.012 0.014 0.015 0.045  2 2 1 1     
   685  -4.255   8.712 16.974  1.146  0.996  0.759  0.009 0.004 0.014 0.001  4 4 2 2     
   686  -4.236   6.383 16.475  1.014  0.898  0.454  0.010 0.006 0.004 0.045  4 4 4 2     
   687  -4.227  -6.209 16.149  0.801  0.653  0.046  0.002 0.004 0.002 0.023  2 2 2 1     
   688  -4.201   7.172 16.637  0.884  0.717  0.093  0.017 0.000 0.001 0.023  4 4 3 2     
   689  -4.200   1.090 16.803  1.266  1.205  0.000  0.008 0.000 0.003 0.000  4 4 2 0     
   690  -4.120 -15.861 16.502  1.128  0.961  0.443  0.006 0.006 0.012 0.035  2 2 1 1     
   691  -4.095 -10.008 16.331  1.055  0.926  0.600  0.001 0.003 0.008 0.038  2 2 1 1     
   692  -4.069   0.021 14.007  0.848  0.735  0.219  0.030 0.001 0.006 0.012  4 4 4 3  164                                    E045
   693  -4.067   2.580 15.259  1.293  1.116  0.904  0.018 0.006 0.004 0.031  6 6 6 3            72 X
   694  -4.030  -5.433 14.036  0.951  0.854  0.411  0.001 0.003 0.001 0.008  2 2 2 1  150                                    E018
   695  -3.988  -7.347 15.139  0.878  0.713  0.175  0.001 0.001 0.009 0.016  2 2 2 1     
   696  -3.961  -0.653 13.896  1.907  1.415  1.209  0.012 0.000 0.001 0.015  4 4 4 2  165      164 H                         E047
   697  -3.945  13.767 15.858  1.406  1.257  1.210  0.024 0.002 0.002 0.013  4 4 4 2     
   698  -3.914   1.187 15.753  1.162  1.019  0.548  0.023 0.001 0.004 0.007  4 4 4 2     
   699  -3.910 -14.376 16.198  0.883  0.667  0.072  0.007 0.007 0.020 0.027  2 2 2 1     
   700  -3.904   4.175 11.476  0.694  0.530  0.045  0.012 0.006 0.006 0.004  5 4 4 4  111 0.99  70 +                         E088 JTP095
   701  -3.874  15.823 15.083  1.076  0.953  0.728  0.005 0.005 0.002 0.013  4 4 4 2     
   702  -3.863  -9.646 13.291  0.831  0.695  0.114  0.002 0.004 0.005 0.004  2 2 2 2 1616
   703  -3.860   4.670 16.441  1.118  0.929  0.206  0.023 0.005 0.002 0.001  4 4 4 2     
   704  -3.763  -5.955 14.271  0.832  0.705  0.134  0.001 0.018 0.003 0.008  2 2 2 1  149                                    E017
   705  -3.760  20.617 16.218  0.791  0.666  0.120  0.006 0.010 0.006 0.024  2 2 2 1     
   706  -3.740  -2.556 15.286  1.249  1.113  0.944  0.007 0.003 0.005 0.029  4 4 4 2            69 X
   707  -3.723  18.500 14.775  0.935  0.875  0.528  0.001 0.003 0.001 0.014  2 2 2 1     
   708  -3.708  13.858 14.283  0.731  0.607  0.071  0.021 0.000 0.002 0.009  4 4 4 4     
   709  -3.690   7.454 12.326  0.718  0.581  0.048  0.011 0.000 0.001 0.006  4 4 4 4  176       68 +                         E071 JTP096
   710  -3.682  -9.895 16.982  0.965  0.811  0.108  0.020 0.030 0.023 0.049  2 2 1 1     
   711  -3.678  -0.202 10.969  0.418  0.335  0.150  0.041 0.016 0.007 0.003  3 3 3 3   55 0.99                               -60 987 E046 D43 V418 Car
   712  -3.678   5.753 15.477  1.277  1.200  1.163  0.016 0.008 0.002 0.058  4 4 4 2     
   713  -3.662 -13.174 14.275  1.528  1.416  1.497  0.007 0.008 0.007 0.022  2 2 2 1     
   714  -3.634   7.766 12.924  0.764  0.658  0.122  0.004 0.007 0.002 0.004  4 4 4 4  177      165 H                         E072
   715  -3.620  16.129 14.892  0.728  0.816 -0.266  0.133 0.134 0.180 0.121  2 2 2 1 1939B
   716  -3.614  16.132 13.934  0.831  0.667  0.119  0.037 0.007 0.028 0.032  4 4 4 3 1939A
   717  -3.541  -6.197 14.768  0.749  0.594  0.065  0.002 0.005 0.008 0.011  2 2 2 1 1665
   718  -3.528  13.093 15.201  1.087  1.023  0.673  0.015 0.000 0.001 0.012  4 4 4 2     
   719  -3.508  18.554 16.089  0.813  0.660  0.074  0.006 0.009 0.009 0.018  2 2 2 1     
   720  -3.440  -9.398 14.728  1.305  1.144  0.940  0.007 0.009 0.007 0.020  2 2 2 1           214 +                         JTP098
   721  -3.386 -13.743 13.160  1.452  1.325  1.269  0.007 0.007 0.011 0.012  2 2 2 1 1619            153 2.8
   722  -3.363  16.970 16.129  0.868  0.650  0.096  0.010 0.017 0.017 0.022  4 4 4 2     
