# 
# Jeffries file, cross-matched with Gaia EDR3
# 
ID,RAJ2000,DEJ2000,V,B-V,V-I,F1,F2,F3,F4,F5,_x,_y,RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
11162,119.87426666666666,-60.482080555555555,18.973,1.693,2.738,1,1,1,1,1,0.188479,0.281783,119.87421755291,-60.48205543811,5290828310525592832,2.9105,0.3166,15.886,-9.484,0.43,12.745,0.438,18.085165,0.004569,2.834681,0.03772587898247037
11193,119.87864166666665,-60.42596944444444,20.92,99.999,3.028,0,1,0,1,0,0.191011,0.337934,119.87868554122,-60.42589024907,5290829474455113856,2.582,0.2242,12.923,-5.332,0.301,11.772,0.285,19.399939,0.003664,2.808693,0.13168577556061245
11195,119.87871249999999,-60.93023055555555,19.685,99.999,2.711,0,1,0,1,0,0.188064,-0.166351,119.87873491316,-60.93018289458,5290762438604659456,2.3944,0.1196,12.387,-5.031,0.15,11.319,0.128,18.465746,0.003235,2.775684,0.06703762316788985
11196,119.87877083333332,-60.42122222222222,13.771,0.944,1.03,1,1,1,1,1,0.191124,0.342642,119.87885760519,-60.42118151613,5290829478754780288,2.4223,0.0107,12.313,-4.627,0.014,11.411,0.014,13.478369,0.002773,1.167603,0.0049282833725344975
11231,119.88342916666664,-60.699952777777774,20.039,99.999,3.053,0,1,0,1,1,0.191779,0.063937,119.88354984735,-60.69987781816,5290770100826785408,2.5373,0.1398,12.258,-4.459,0.186,11.418,0.166,18.634418,0.003169,2.710993,0.08397180386891781
11233,119.88364999999999,-60.81249444444444,13.879,0.834,1.019,1,1,1,1,1,0.191191,-0.048643,119.88372239008,-60.81245874426,5290767115830162560,2.4498,0.0242,12.013,-4.486,0.032,11.144,0.028,13.615188,0.003418,1.135749,0.01054932158956205
11235,119.88366249999999,-60.57809166666667,18.101,1.445,99.999,1,0,0,1,0,0.192582,0.185733,119.88370668108,-60.57807913039,5290818724152344832,0.7086,0.1,5.194,-4.026,0.162,3.282,0.11,17.87909,0.002962,1.511097,0.03320825228764682
11240,119.88455833333333,-60.97943055555556,14.995,1.048,1.177,1,1,1,1,0,0.190634,-0.215571,119.88462938421,-60.97938662684,5290750382637937920,2.4448,0.0169,12.009,-4.758,0.02,11.026,0.019,14.742142,0.003207,1.352259,0.00848060404688251
11243,119.88470833333332,-60.75069722222222,15.724,1.264,1.376,1,1,1,1,0,0.192076,0.013166,119.88477760116,-60.75064579463,5290769727170190848,2.4264,0.0209,12.104,-5.04,0.028,11.005,0.025,15.215623,0.002904,1.503487,0.007668337499093268
11253,119.88576249999998,-61.08137222222223,17.389,1.523,2.011,1,1,1,1,0,0.190593,-0.317508,119.88580911876,-61.08132243471,5290655034363564160,2.3526,0.0418,11.861,-4.842,0.049,10.828,0.046,16.579533,0.003116,2.041687,0.011401882520005195
11287,119.88937916666666,-60.92876388888889,18.38,99.999,2.357,0,1,0,1,0,0.193252,-0.164907,119.88939387772,-60.92870828065,5290762610403352832,2.2966,0.0801,12.715,-5.348,0.097,11.536,0.092,17.41533,0.003038,2.455149,0.01809625499930856
11303,119.89139583333332,-60.98544166666667,19.243,99.999,2.562,0,1,0,1,0,0.193937,-0.221559,119.89151422957,-60.9853544366,5290750309616954368,2.379,0.0893,12.724,-4.887,0.104,11.748,0.094,17.922821,0.003051,2.647745,0.0376460860648222
11304,119.89162916666665,-60.75512222222222,14.282,0.928,1.007,1,1,1,1,0,0.195427,0.008722,119.89169051931,-60.75506892649,5290768971256039296,2.4595,0.0126,12.7,-5.188,0.016,11.592,0.015,14.002985,0.002772,1.14619,0.004982684015668664
11307,119.89201249999999,-60.71620555555556,13.701,0.741,0.838,1,1,1,1,0,0.195831,0.047641,119.89203206857,-60.71614850918,5290769898968884096,1.4716,0.0107,16.194,-10.596,0.014,12.247,0.013,13.492966,0.002759,0.960326,0.004776636996883896
11332,119.89517083333332,-60.50246666666666,19.143,1.637,2.686,1,1,1,1,0,0.198696,0.261375,119.89520690396,-60.50240188057,5290828031346439808,3.2357,0.0833,16.843,-7.064,0.115,15.29,0.107,17.927916,0.003061,2.836636,0.046941128927625926
11348,119.89827916666665,-60.81903888888889,19.169,99.999,2.607,0,1,0,1,0,0.198254,-0.055211,119.89828828172,-60.81898410355,5290764160892663168,2.316,0.0846,11.651,-4.765,0.11,10.632,0.099,17.934324,0.002995,2.568674,0.03732217748202803
11363,119.90137083333333,-60.551313888888885,17.845,1.583,2.249,1,1,1,1,0,0.201452,0.212496,119.90142307972,-60.5512624848,5290819067754285440,2.3077,0.2101,12.492,-6.235,0.297,10.825,0.297,16.921043,0.003729,2.278143,0.016348365667552215
11372,119.90220833333332,-60.78984444444444,18.374,1.596,2.327,1,1,1,1,0,0.200377,-0.026024,119.9022680776,-60.78978431502,5290768662019970432,2.381,0.0665,11.995,-4.284,0.084,11.203,0.07,17.433998,0.002929,2.444374,0.019833693201216963
11375,119.90257916666665,-61.19654444444444,13.961,0.856,0.956,1,1,1,1,0,0.197891,-0.432684,119.90239509005,-61.19645108386,5290650705036607616,1.85,0.0126,29.562,-20.93,0.016,20.878,0.014,13.735199,0.002759,1.095857,0.0048621460282471975
11379,119.90294999999999,-60.36345277777778,13.686,0.778,0.872,1,1,1,1,0,0.203387,0.400321,119.90297056696,-60.36342964348,5290841779541119232,1.4439,0.0121,11.674,-8.803,0.015,7.668,0.016,13.459165,0.002758,0.994845,0.004744000421585142
11405,119.90619999999998,-60.54597222222222,18.158,1.716,2.35,1,1,1,1,0,0.203851,0.217842,119.90623294032,-60.54590183762,5290819136475493120,2.4821,0.0775,11.795,-4.546,0.11,10.884,0.126,17.593704,0.002977,2.436115,0.034388854778837866
11413,119.90727499999998,-60.32114166666667,14.308,1.023,1.118,1,1,1,1,1,0.205828,0.442633,119.90736537169,-60.32110288585,5290842088778594176,0.413,0.0124,10.16,-2.304,0.015,9.895,0.015,13.9998,0.002759,1.259552,0.0047744018473521894
11421,119.90874583333331,-61.20215833333334,15.556,1.206,1.302,1,1,1,1,0,0.200932,-0.438387,119.90878136089,-61.20213424147,5290650498878177280,0.4138,0.0217,9.029,-3.312,0.029,8.4,0.024,15.158368,0.002766,1.481757,0.005173263960015958
11423,119.90900833333332,-61.13740277777778,15.315,1.116,1.178,1,1,1,1,0,0.201487,-0.373648,119.90907590706,-61.13739363968,5290651701468937984,0.1359,0.0203,5.69,-2.267,0.024,5.219,0.022,14.98592,0.002765,1.344813,0.005027137654769361
11441,119.91105833333333,-60.630116666666666,14.552,0.942,1.078,1,1,1,1,0,0.20572,0.133624,119.91112814534,-60.63010591152,5290817830803824128,0.4615,0.0145,6.058,-4.068,0.02,4.489,0.02,14.256681,0.00276,1.19343,0.0048514497833122006
11451,119.91252499999999,-60.71854444444445,19.429,99.999,2.68,0,1,0,1,0,0.205888,0.045236,119.91262465366,-60.71849062262,5290769894668323584,2.4326,0.1055,11.759,-3.888,0.135,11.098,0.126,18.1655,0.003034,2.653976,0.04494630451994914
11472,119.91470833333332,-61.19441388888889,10.932,0.324,0.421,1,1,1,1,0,0.203837,-0.430647,119.91470746914,-61.19437562055,5290650705036608256,2.4619,0.0124,12.392,-4.242,0.017,11.644,0.014,10.855732,0.002766,0.500421,0.004751200269405616
11485,119.91657083333332,-60.708675,14.774,1.046,1.206,1,1,1,1,1,0.207914,0.055085,119.91663614613,-60.7086288049,5290769933328623616,2.2824,0.0153,10.52,-4.383,0.019,9.563,0.02,14.414403,0.002888,1.332228,0.006136468202476079
11518,119.92162916666665,-61.15698888888889,12.508,0.626,0.76,1,1,1,1,1,0.207462,-0.393278,119.92172064756,-61.15698470682,5290651632749460096,1.6302,0.0099,5.381,0.713,0.012,5.333,0.012,12.348352,0.00276,0.861441,0.004727020731919842
11520,119.92181666666666,-61.035013888888884,20.515,99.999,3.135,0,1,0,1,1,0.20841,-0.271331,119.92202615301,-61.03503374853,5290749210105281920,3.7209,0.1759,12.146,12.14,0.201,-0.389,0.181,18.982975,0.003439,2.851299,0.07251806012987386
11540,119.92416666666665,-61.188380555555554,16.349,1.501,1.851,1,1,1,1,1,0.208343,-0.4246,119.92397561694,-61.18829978341,5290650705036665216,3.2541,0.0268,28.434,-21.85,0.035,18.194,0.032,15.654366,0.002785,1.935956,0.00569670571470916
11549,119.92543333333333,-60.766663888888885,15.091,1.075,1.19,1,1,1,1,0,0.211874,-0.002922,119.92551296078,-60.76660878747,5290768902536563200,1.2986,0.1719,6.478,0.295,0.217,6.471,0.214,14.985395,0.002902,1.330593,0.005738548335598473
11556,119.92632916666665,-60.841097222222224,16.231,1.35,1.549,1,1,1,1,0,0.211803,-0.077377,119.92637871649,-60.84106227372,5290763886014843392,2.4198,0.0258,12.263,-4.942,0.032,11.223,0.03,15.711231,0.002915,1.696885,0.007455587233746246
11561,119.92666666666665,-60.413583333333335,16.336,1.361,1.574,1,1,1,1,0,0.214853,0.350012,119.92682921415,-60.41366346808,5290829306956089984,2.5838,0.0262,9.533,0.561,0.034,-9.516,0.037,15.769538,0.002776,1.68791,0.005715984779545866
11611,119.93412916666665,-60.67193888888889,9.619,0.223,0.257,1,1,1,1,1,0.216748,0.091765,119.93418699847,-60.67189123011,5290770586163654656,2.4564,0.0133,12.486,-4.62,0.018,11.599,0.016,9.575711,0.002763,0.326003,0.004734819531935721
11615,119.934525,-60.538775,18.087,1.655,2.436,1,1,1,1,1,0.217833,0.224921,119.93457042764,-60.53873131633,5290824938970421760,2.527,0.058,10.91,-4.296,0.086,10.028,0.072,17.048992,0.002957,2.460574,0.017545411935887968
11634,119.93624583333332,-60.97509166666667,17.665,1.666,2.047,1,1,1,1,0,0.215716,-0.211378,119.93627183836,-60.97503372379,5290750520076892160,2.426,0.048,12.766,-4.755,0.056,11.848,0.058,16.84805,0.002896,2.133058,0.014076975278801905
11663,119.93908749999999,-61.18510833333333,18.808,1.474,2.509,1,1,1,1,0,0.215652,-0.421429,119.93909673089,-61.18507977923,5290650601957393920,2.1084,0.087,11.555,-4.811,0.1,10.506,0.097,17.697596,0.002979,2.574209,0.028409786570828016
11713,119.94755416666665,-60.82302777777778,12.431,0.696,0.801,1,1,1,1,1,0.222281,-0.059377,119.94762489504,-60.82299210537,5290765565341001984,2.4436,0.0096,11.776,-4.595,0.012,10.842,0.012,12.246189,0.002766,0.911551,0.004820868386504655
11716,119.94772916666666,-60.90423333333333,13.756,0.801,0.896,1,1,1,1,0,0.221795,-0.140575,119.94778572746,-60.90419058147,5290762752143565184,2.4542,0.0117,11.47,-4.353,0.014,10.611,0.014,13.516355,0.002805,1.022277,0.00523647448193916
11718,119.94786666666666,-60.74778055555556,17.354,1.489,2.04,1,1,1,1,0,0.22296,0.015883,119.94794565914,-60.74772913085,5290769039975518464,2.6004,0.0408,12.24,-4.603,0.051,11.341,0.047,16.578304,0.00289,2.116736,0.012407010034653797
11729,119.94865416666666,-61.022552777777776,14.762,1.024,1.143,1,1,1,1,0,0.221394,-0.25891,119.94865692151,-61.02252506972,5290749248766622336,0.4622,0.1283,9.306,-4.688,0.154,8.039,0.166,14.48655,0.00296,1.283863,0.004939687945609519
11750,119.95093749999998,-61.08886944444445,13.525,0.752,0.86,1,1,1,1,0,0.222063,-0.32522,119.95099771659,-61.08882877158,5290745881512256000,2.4145,0.0114,11.792,-4.612,0.015,10.853,0.014,13.315988,0.002779,0.969674,0.005022144960074331
11773,119.95595833333331,-61.21164166666667,14.756,1.178,1.348,1,1,1,1,1,0.223598,-0.447998,119.95597245803,-61.21159245261,5289899910390965248,2.381,0.0181,11.815,-3.733,0.024,11.21,0.022,14.378702,0.002769,1.486234,0.004968487999381703
11774,119.95617499999999,-61.17411111111111,19.946,99.999,2.706,0,1,0,1,0,0.22398,-0.410472,119.95621422512,-61.17406477718,5290650842475563008,2.2294,0.1568,12.839,-4.829,0.179,11.896,0.184,18.848179,0.003503,2.860039,0.07549150146208512
11782,119.95887916666666,-60.726175000000005,14.557,1.014,1.157,1,1,1,1,1,0.228483,0.037441,119.95893404739,-60.72613268658,5290769108694996992,2.5644,0.1216,11.704,-4.618,0.153,10.754,0.146,14.276376,0.002982,1.308171,0.005924978059031105
11788,119.95949999999999,-60.737475,14.593,0.991,1.047,1,1,1,1,0,0.22871,0.026145,119.95956345527,-60.73742702742,5290769039975605760,2.4025,0.0136,12.215,-5.069,0.017,11.113,0.016,14.313747,0.002794,1.202913,0.005387060515717268
11795,119.96031249999999,-60.50278888888889,19.653,99.999,2.71,0,1,0,1,0,0.230784,0.260811,119.9603816572,-60.50275284672,5290825145127948800,2.4283,0.1167,12.222,-4.687,0.156,11.287,0.152,18.403597,0.003087,2.715408,0.06560030402368575
11813,119.96248749999998,-60.68960277777777,20.824,99.999,3.422,0,1,0,1,1,0.230519,0.074013,119.9625602189,-60.68954693223,5290770341345614592,2.8135,0.1796,12.65,-5.43,0.263,11.425,0.217,19.09535,0.003425,3.061577,0.13548383662267616
11823,119.96398749999999,-60.697086111111105,20.089,99.999,2.891,0,1,0,1,0,0.231166,0.066517,119.96399257722,-60.69703831629,5290770238265737728,2.5559,0.1566,11.52,-4.288,0.209,10.692,0.2,18.749138,0.003528,2.746639,0.08046808587881285
11827,119.96426249999999,-61.133766666666666,18.141,1.649,2.382,1,1,1,1,0,0.228184,-0.370145,119.96432916437,-61.13370937298,5290745503555131648,1.8906,0.2263,11.335,-3.992,0.282,10.609,0.311,17.229225,0.003955,2.429568,0.017422107708311298
11836,119.96533749999999,-60.36931111111111,12.288,0.548,0.663,1,1,1,1,0,0.234231,0.394274,119.96543040952,-60.36926815681,5290830097230075904,2.4559,0.011,12.254,-4.341,0.013,11.459,0.015,12.137014,0.002763,0.755262,0.004746201217816202
11844,119.96643333333333,-60.83813611111111,19.155,99.999,2.557,0,1,0,1,0,0.231374,-0.07456,119.96650271026,-60.83811028093,5290765290463208960,2.3796,0.0902,12.096,-4.184,0.109,11.349,0.102,18.029053,0.003149,2.713329,0.03457490931296856
11846,119.96668749999999,-60.48705555555556,17.736,1.49,2.271,1,1,1,1,1,0.234026,0.276538,119.96673423787,-60.48700240763,5290828104365333888,2.4187,0.0524,11.619,-4.486,0.071,10.718,0.068,16.80704,0.002962,2.424137,0.013125747597756098
11849,119.96702499999999,-60.47867777777778,18.917,1.571,2.699,1,1,1,1,1,0.234275,0.284841,119.96711767438,-60.4786977932,5290828207444549376,3.0909,0.0751,0.792,0.468,0.101,0.639,0.097,17.732864,0.002951,2.716763,0.03465104454414037
11852,119.96739166666666,-60.85089722222222,19.377,99.999,2.594,0,1,0,1,0,0.231791,-0.087335,119.9675473698,-60.85088145249,5290765290463195264,3.6522,0.1094,10.718,9.467,0.137,5.026,0.129,18.212183,0.003048,2.657717,0.04871243013851803
11857,119.96861249999999,-61.033569444444446,16.964,1.513,1.888,1,1,1,1,0,0.230996,-0.269974,119.96864324386,-61.03352089307,5290749042608318720,2.3976,0.0361,12.508,-4.844,0.042,11.532,0.045,16.280842,0.002984,1.925274,0.009770639743640126
11867,119.96918333333332,-60.68777222222222,12.56,0.611,0.728,1,1,1,1,0,0.233798,0.075811,119.96923173795,-60.68772593585,5290770345645486976,2.4185,0.0116,12.478,-4.457,0.017,11.655,0.015,12.42127,0.002767,0.832111,0.004814050269783231
11876,119.9698875,-60.54713888888889,14.503,1.0,1.071,1,1,1,1,0,0.235175,0.216446,119.96995366833,-60.5470847896,5290824771470856576,2.5747,0.0138,12.843,-4.996,0.02,11.832,0.018,14.152096,0.002825,1.201094,0.005434162769001312
11906,119.97344999999999,-61.01155,19.423,99.999,2.651,0,1,0,1,0,0.233523,-0.247977,119.97352774193,-61.01150638553,5290749622422158464,2.4519,0.111,12.354,-4.069,0.132,11.665,0.126,18.305084,0.003112,2.689503,0.07546588623344987
11930,119.97556249999998,-61.104905555555554,20.558,99.999,3.12,0,1,0,1,1,0.233843,-0.341352,119.97561045807,-61.10487560588,5290745602332715008,2.1897,0.1713,12.603,-4.346,0.194,11.83,0.207,19.040678,0.003531,2.957672,0.07496828466091511
11956,119.97962083333333,-60.91206666666667,15.174,1.215,1.365,1,1,1,1,1,0.237194,-0.148503,119.97957478391,-60.91200782664,5290762717783827712,2.5608,0.0179,17.586,-11.55,0.021,13.262,0.02,14.776934,0.002767,1.464528,0.004990561190888256
11969,119.98141249999999,-60.610686111111114,17.868,1.545,2.153,1,1,1,1,0,0.240367,0.152823,119.98147654453,-60.61066730419,5290817762084350592,2.5507,0.0449,11.475,-4.46,0.067,10.573,0.059,16.794287,0.002895,2.245908,0.011455193800193867
11970,119.98160416666666,-60.69945555555555,10.78,0.318,0.395,1,1,1,1,0,0.239803,0.064069,119.98167762771,-60.69942302014,5290770276926009600,2.2932,0.0348,13.553,-6.024,0.047,12.141,0.045,10.696414,0.00276,0.475684,0.004718253172520525
11978,119.98208749999999,-60.56310555555555,20.303,99.999,3.09,0,1,0,1,1,0.241063,0.200451,119.98217238955,-60.56303591134,5290823946837258624,1.853,0.5504,12.684,-6.008,0.789,11.171,0.693,19.036358,0.00862,2.998819,0.1203887856945156
11982,119.98249166666665,-60.62936388888889,19.069,99.999,2.555,0,1,0,1,0,0.240812,0.134161,119.9826677375,-60.62932550206,5290817689067189120,2.4745,0.1197,11.835,-4.223,0.171,11.056,0.148,18.32004,0.003252,2.878355,0.07399850647141468
11983,119.98261249999999,-61.0472,17.384,1.503,1.991,1,1,1,1,0,0.237669,-0.283652,119.98263342767,-61.04714899248,5290748973888714880,2.4207,0.0462,12.021,-4.338,0.055,11.21,0.058,16.616142,0.002835,2.020789,0.010374322628490015
11998,119.98459166666665,-60.95775833333334,19.64,99.999,2.74,0,1,0,1,0,0.239163,-0.194087,119.98432774746,-60.95757604806,5290750657515847168,3.6618,0.1287,47.182,-35.087,0.152,31.543,0.149,18.410736,0.003142,2.683325,0.060363030879835716
12005,119.98574166666666,-60.82454722222223,11.648,0.623,0.615,1,1,1,1,0,0.24093,-0.061013,119.98590258216,-60.82449283585,5290765397843334912,2.4385,0.0119,12.723,-4.274,0.014,11.983,0.014,11.622409,0.002813,0.84851,0.010652461922015962
12029,119.98801249999998,-61.14781388888889,15.321,1.235,1.459,1,1,1,1,1,0.239592,-0.384209,119.98817999624,-61.14768859188,5290744678921410944,3.4407,0.0182,25.073,7.158,0.022,24.029,0.022,14.852911,0.002766,1.567037,0.005055155091587201
12049,119.99115416666665,-60.35092777777778,18.584,1.531,2.483,1,1,1,1,0,0.24712,0.412567,119.9912180349,-60.35088041911,5290830127290226560,2.4041,0.0654,12.011,-4.847,0.083,10.99,0.094,17.540152,0.002918,2.489157,0.01980948542996511
12067,119.99303749999999,-60.57918611111111,20.39,99.999,3.174,0,1,0,1,1,0.246288,0.184315,119.99305381564,-60.5791320861,5290823873818519936,2.1174,0.155,12.534,-4.792,0.224,11.582,0.189,18.82008,0.003316,2.820547,0.08549405055908862
12069,119.9931125,-60.40474444444445,16.19,1.362,1.774,1,1,1,1,1,0.247694,0.358732,119.99320832659,-60.40470991235,5290829650553566208,2.454,0.0277,12.654,-5.013,0.035,11.619,0.036,15.541375,0.002928,1.816648,0.007523975810700085
12089,119.99644166666666,-61.08170833333334,18.206,1.518,2.192,1,1,1,1,0,0.244084,-0.318254,119.99643529721,-61.08170134422,5290745915871998208,1.3233,0.0902,7.67,-7.16,0.106,2.751,0.114,17.485281,0.002939,2.105936,0.01761484266180087
12093,119.99742083333332,-60.519666666666666,13.592,0.745,0.901,1,1,1,1,0,0.248915,0.243724,119.99746946237,-60.51970426054,5290824874550073216,0.6904,0.0137,4.744,-3.538,0.02,-3.16,0.019,13.407932,0.002759,1.001592,0.004756600151368622
12109,119.99982083333332,-60.60852222222223,15.308,1.101,1.206,1,1,1,1,0,0.249425,0.154903,119.99990204455,-60.60851852904,5290823568880135424,0.1374,0.0197,3.501,-2.211,0.03,2.714,0.028,14.983058,0.002767,1.354177,0.005417140389541331
12118,120.00082916666665,-60.66896388888889,14.279,0.934,1.085,1,1,1,1,1,0.249435,0.094499,120.00087619361,-60.66892056667,5290770448724704896,2.4552,0.0626,12.161,-5.612,0.09,10.788,0.08,13.998919,0.002805,1.192258,0.0054215707133634244
12134,120.00199583333331,-60.88221388888889,14.425,1.124,1.229,1,1,1,1,1,0.248343,-0.118742,120.00202992506,-60.88216337737,5290764263972054784,2.5435,0.0443,12.254,-4.634,0.055,11.345,0.052,14.05665,0.002791,1.359545,0.005023005076644856
12147,120.00316249999999,-60.56776944444445,19.311,1.538,3.025,1,1,1,1,1,0.251351,0.195645,120.0031792969,-60.567763313,5290823942538001024,0.8105,0.1303,5.71,-5.498,0.193,1.542,0.162,18.50067,0.003131,2.12767,0.04275706278499495
12153,120.00393333333332,-60.319300000000005,19.469,1.548,2.649,1,1,1,1,0,0.253698,0.444137,120.00401808089,-60.319261606,5290843424512802816,2.3189,0.1135,11.866,-5.149,0.147,10.691,0.16,18.256052,0.003164,2.789995,0.04294732551626469
12185,120.00813333333332,-60.38247222222222,20.312,99.999,3.032,0,1,0,1,0,0.255256,0.380954,120.00816616008,-60.38243002496,5290829852412285312,2.3576,0.1464,11.971,-5.198,0.191,10.784,0.211,18.783327,0.003364,2.921635,0.08526918001247578
12193,120.00883749999997,-60.5086,18.74,1.736,2.438,1,1,1,1,0,0.254611,0.254842,120.00886691249,-60.50854309157,5290825110768202240,2.4824,0.0739,11.843,-5.02,0.112,10.726,0.099,17.728079,0.002967,2.54464,0.03020546091355005
12201,120.00962916666666,-60.89760277777778,19.568,99.999,2.953,0,1,0,1,1,0.251957,-0.134178,120.00970819759,-60.8975704598,5290764190951339264,2.3177,0.1152,11.585,-4.773,0.142,10.556,0.129,18.153252,0.003224,2.899118,0.04554481856369614
12206,120.00996249999999,-60.81245555555555,19.447,99.999,2.613,0,1,0,1,0,0.2528,-0.04901,120.01005690712,-60.81239881383,5290765496621671296,2.4678,0.1018,12.05,-4.837,0.128,11.037,0.115,18.181295,0.00309,2.639067,0.04148580992339429
12210,120.01033749999999,-60.66941111111111,19.811,99.999,2.692,0,1,0,1,0,0.254065,0.094011,120.01033509564,-60.66937208084,5290770444424201984,2.484,0.1278,12.685,-5.37,0.191,11.492,0.158,18.646433,0.003273,2.60577,0.07061085708302937
12216,120.01098333333331,-60.61541666666667,12.879,0.683,0.813,1,1,1,1,1,0.254824,0.148016,120.01101354786,-60.6153631105,5290823568880135296,2.4608,0.0122,12.621,-5.159,0.017,11.519,0.017,12.714723,0.002772,0.913693,0.005040452856638974
12235,120.012525,-60.62343055555556,11.732,0.461,0.64,1,1,1,1,1,0.255544,0.139986,120.01261105745,-60.62338705117,5290776633477524352,2.3877,0.01,11.758,-4.511,0.014,10.859,0.014,11.599679,0.002759,0.694481,0.004728420137847313
12244,120.01372916666666,-60.64221944444444,20.471,99.999,2.873,0,1,0,1,0,0.255985,0.121209,120.01381307155,-60.6421604038,5290770684942413184,1.1512,0.2358,9.369,-5.303,0.385,7.724,0.298,19.52185,0.003871,2.060083,0.1032617408820905
12276,120.01759583333333,-60.795988888888886,16.269,1.39,1.565,1,1,1,1,0,0.256633,-0.032673,120.01764875916,-60.79603131575,5290765535282290816,2.1453,0.0271,5.846,-4.244,0.033,-4.021,0.031,15.708555,0.002774,1.668011,0.005506736329260736
12296,120.01979999999998,-60.34121666666667,20.754,99.999,3.015,0,1,0,1,0,0.261328,0.422171,120.01978172285,-60.34116574466,5290831609053619328,2.6727,0.2282,13.197,-4.551,0.301,12.387,0.315,19.384493,0.003731,2.694948,0.09852318948349165
12302,120.02027499999998,-60.755402777777775,12.0,0.526,0.647,1,1,1,1,0,0.258258,0.00799,120.02030834627,-60.75535721783,5290766188117237120,2.3857,0.0119,10.789,-4.454,0.015,9.826,0.014,11.888777,0.002759,0.733208,0.004726647543449797
12309,120.0206958333333,-60.558975,14.84,1.172,1.312,1,1,1,1,1,0.260044,0.204399,120.02072640679,-60.55894049069,5290824049916475136,2.4454,0.0174,11.932,-4.965,0.025,10.85,0.023,14.660769,0.002785,1.338969,0.005548364984389545
12328,120.022475,-60.381302777777776,14.684,1.17,1.302,1,1,1,1,1,0.262368,0.382065,120.02253840448,-60.3812619074,5290829856711908608,2.4377,0.0173,12.033,-4.608,0.024,11.116,0.023,14.317922,0.002781,1.428237,0.00504997712866108
12356,120.02569166666665,-60.58831388888889,14.497,0.968,1.057,1,1,1,1,0,0.262274,0.175058,120.02574740163,-60.58826231289,5290823671959351936,2.4334,0.0138,12.45,-5.251,0.02,11.288,0.019,14.236924,0.002779,1.192033,0.0051353607468219795
12362,120.02641666666666,-60.70923333333334,14.385,1.092,1.176,1,1,1,1,1,0.261645,0.054088,120.02647169376,-60.70923330712,5290769555371599872,0.2967,0.015,3.639,-1.272,0.019,3.41,0.017,14.063763,0.002759,1.321705,0.004822022086220676
12365,120.02651666666665,-60.63938888888889,19.293,1.726,2.624,1,1,1,1,0,0.262295,0.124131,120.02663458857,-60.63918719454,5290776560457678464,2.0518,0.1102,36.804,2.364,0.174,36.728,0.14,18.130524,0.00303,2.632406,0.06473873160635757
12372,120.02811249999999,-60.418974999999996,10.85,0.285,0.36,1,1,1,1,0,0.264854,0.344364,120.02818920166,-60.41894158459,5290828929000884608,2.4799,0.018,12.673,-5.034,0.023,11.63,0.023,10.76962,0.002778,0.427011,0.004759400067235365
12404,120.0305375,-61.030880555555555,10.428,0.346,0.455,1,1,1,1,1,0.260995,-0.26752,120.03054251392,-61.03083488738,5290749386206853760,2.4388,0.0145,13.669,-5.454,0.017,12.534,0.017,10.341753,0.002768,0.527535,0.004715248561846979
12416,120.03200833333331,-60.68319722222222,10.135,0.205,0.261,1,1,1,1,1,0.264591,0.080127,120.03205601819,-60.68317090374,5290769658450722816,2.5032,0.0159,12.359,-4.544,0.023,11.493,0.019,10.186152,0.002772,0.260304,0.004873453087903894
12451,120.03608749999998,-60.85887777777778,16.862,1.452,1.808,1,1,1,1,0,0.26512,-0.095546,120.03611078804,-60.85883291178,5290764401411011072,2.3649,0.0339,12.019,-4.478,0.042,11.154,0.039,16.27774,0.002864,1.94038,0.007738968471314507
12462,120.03819999999999,-60.471136111111115,20.176,99.999,2.962,0,1,0,1,0,0.269354,0.292176,120.03818292339,-60.47109019974,5290825596104582656,2.296,0.1562,12.632,-5.229,0.217,11.499,0.212,18.753023,0.003314,2.719349,0.07355174218194971
12468,120.03885833333331,-61.22456666666667,18.304,99.999,2.474,0,1,0,1,1,0.263431,-0.461214,120.03891311063,-61.22450072276,5289993437599803904,2.644,0.0936,14.103,-6.052,0.133,12.739,0.114,17.305729,0.003126,2.478422,0.01991332202320848
12472,120.03927499999998,-60.55988333333333,13.292,0.713,0.819,1,1,1,1,0,0.269178,0.203426,120.03932518933,-60.55983837154,5290823981196998784,2.3707,0.0097,12.132,-5.055,0.014,11.029,0.013,13.133639,0.002775,0.93803,0.004920215137572747
12543,120.04745833333331,-61.02589722222222,16.248,1.326,1.593,1,1,1,1,0,0.26922,-0.26261,120.04743848372,-61.02585648973,5290746431268081408,2.4065,0.025,12.502,-5.324,0.032,11.311,0.031,15.591941,0.002831,1.640988,0.0061999767741500456
12553,120.04844166666666,-60.80900833333333,16.967,1.533,1.86,1,1,1,1,0,0.271549,-0.045723,120.04844605169,-60.80895788172,5290765844519936768,2.4281,0.0344,12.097,-4.704,0.042,11.145,0.039,16.266953,0.003051,1.944964,0.009797520094391233
12559,120.04920416666666,-60.41813611111111,18.394,1.679,2.411,1,1,1,1,0,0.275253,0.345117,120.04924103571,-60.41810252418,5290828963358800000,2.4256,0.0653,11.935,-5.107,0.09,10.787,0.094,17.37992,0.002917,2.427939,0.020314388422987287
