# 
# Source: WEBDA
# 
# F1  V vs B-V membership flag
# F2  V vs V-I membership flag
# F3  B-V vs V-I membership flag
# F4  Candidate membership flag
# F5  Binarity flag
# 
# ID    RAh RAm RAs  DE- DEd DEm DEs      V     B-V     V-I  F1 F2 F3 F4 F5
     ID              RAJ2000               DEJ2000     Vmag      B-V      V-I   F1   F2   F3   F4   F5  
  11359   119.89989999999999    -60.68782777777778   19.234    1.136    1.433   -1   -1    1   -1    0  
  11360   119.90007083333332    -60.66963611111111    18.71    0.856    1.014   -1   -1    1   -1    0  
  11361   119.90013749999999    -60.73923611111111    19.43   -9.999    1.581    0   -1    0   -1    0  
  11362   119.90084166666665    -61.13943888888889   17.067     0.97    1.113   -1   -1    1   -1    0  
  11363   119.90137083333333   -60.551313888888885   17.845    1.583    2.249    1    1    1    1    0  
  11364   119.90155833333331    -60.87103333333334   16.662    0.609    0.804   -1   -1    1   -1    0  
  11365   119.90167083333333    -60.49891944444445   15.954    1.197    1.302    1   -1    1   -1    0  
  11366   119.90172083333331    -60.74214166666667   12.898    0.827    0.956   -1    1    1   -1    1  
  11367   119.90179999999998             -60.91955   14.234    0.586    0.741   -1   -1    1   -1    0  
  11368   119.90181666666666   -60.972500000000004   18.306    1.396    2.305   -1    1   -1   -1    0  
  11369   119.90182499999999    -60.46534722222223   16.133    0.637    0.794   -1   -1    1   -1    0  
  11370   119.90213749999998    -61.09554722222222   16.129    0.783    0.922   -1   -1    1   -1    0  
  11371   119.90217916666666   -61.111272222222226    19.31    1.364    2.815   -1    1   -1   -1    1  
  11372   119.90220833333332    -60.78984444444444   18.374    1.596    2.327    1    1    1    1    0  
  11373   119.90232499999999   -60.465875000000004   16.244   -9.999    0.898    0   -1    0   -1    0  
  11374   119.90248749999999   -60.578158333333334   16.193    1.023    3.504   -1   -1   -1   -1    0  
  11375   119.90257916666665    -61.19654444444444   13.961    0.856    0.956    1    1    1    1    0  
  11376   119.90259166666665    -60.91913888888889   14.243   -9.999    0.737    0   -1    0   -1    0  
  11377   119.90267499999999    -60.75250277777778   18.786    0.492    0.779   -1   -1    1   -1    0  
  11378   119.90285416666664   -60.322630555555556   16.428    0.672    0.821   -1   -1    1   -1    0  
  11379   119.90294999999999    -60.36345277777778   13.686    0.778    0.872    1    1    1    1    0  
  11380   119.90304999999998    -61.11988888888889   20.276   -9.999    1.276    0   -1    0   -1    0  
  11381   119.90322499999998    -60.37986388888889   14.633    0.635    0.768   -1   -1    1   -1    0  
  11382   119.90345833333332    -61.18973888888888   19.105    1.143    1.445   -1   -1    1   -1    0  
  11383   119.90353333333333    -60.46828888888889   19.261    1.354    1.513   -1   -1    1   -1    0  
  11384   119.90354583333333    -61.16718611111111   20.479   -9.999    0.623    0   -1    0   -1    0  
  11385   119.90359583333331    -60.43908055555555   21.243   -9.999    2.136    0   -1    0   -1    0  
  11386   119.90362916666665    -60.50026944444444   17.504    0.802    1.006   -1   -1    1   -1    0  
  11387   119.90370416666666    -61.20014166666667   18.187    1.073    1.483   -1   -1   -1   -1    0  
  11388   119.90382916666665   -60.874161111111114   17.044    1.278    1.425   -1   -1    1   -1    0  
  11389   119.90388333333333    -61.13421944444445   17.114    0.939    1.161   -1   -1    1   -1    0  
  11390   119.90418333333332    -61.07811111111111   14.866    1.592    0.925   -1   -1   -1   -1    0  
  11391   119.90435833333332   -61.034527777777775   19.072   -9.999    1.637    0   -1    0   -1    0  
  11392   119.90491666666665            -60.500575   18.409    0.967     1.03   -1   -1    1   -1    0  
  11393   119.90496666666665    -60.91524444444444   18.432    0.695    0.809   -1   -1    1   -1    0  
  11394   119.90520416666665   -61.203630555555556   19.691    1.085    0.818   -1   -1   -1   -1    0  
  11395   119.90526666666666   -61.076750000000004   14.858    1.127    0.898    1   -1   -1   -1    0  
  11396   119.90538749999999   -60.336711111111114   15.265     0.88    0.964   -1   -1    1   -1    0  
  11397   119.90556666666666   -60.980000000000004   18.134    0.791    0.725   -1   -1    1   -1    0  
  11398   119.90560833333332    -60.69201666666666   18.389    1.125    1.259   -1   -1    1   -1    0  
  11399           119.905875    -60.45516944444445   16.401    1.006    1.129   -1   -1    1   -1    0  
  11400           119.905875    -60.51145555555556   20.449   -9.999    1.763    0   -1    0   -1    0  
  11401   119.90590833333333    -60.46563611111112   17.739    0.879    0.934   -1   -1    1   -1    0  
  11402   119.90596249999999    -61.15409722222222   19.786   -9.999    1.235    0   -1    0   -1    0  
  11403   119.90611666666666   -60.364472222222226   15.543   -9.999    1.068    0   -1    0   -1    0  
  11404   119.90617499999998    -61.12636666666667   20.508    0.464   -9.999   -1    0    0   -1    0  
  11405   119.90619999999998    -60.54597222222222   18.158    1.716     2.35    1    1    1    1    0  
  11406   119.90642499999998    -60.90626388888889   18.934    1.008    1.029   -1   -1    1   -1    0  
  11407   119.90644166666665    -60.42419722222222   17.301    0.987    1.182   -1   -1    1   -1    0  
  11408   119.90659999999998    -61.07273055555556   19.434    0.789    1.384   -1   -1   -1   -1    0  
  11409   119.90672083333332   -61.108983333333335   21.023   -9.999    2.751    0   -1    0   -1    0  
  11410   119.90675833333333   -60.500544444444444   19.223   -9.999    0.673    0   -1    0   -1    0  
  11411   119.90684166666665   -61.143591666666666   19.127    1.067     1.22   -1   -1    1   -1    0  
  11412   119.90714999999999   -61.032383333333335    17.91    0.775    0.961   -1   -1    1   -1    0  
  11413   119.90727499999998    -60.32114166666667   14.308    1.023    1.118    1    1    1    1    1  
  11414   119.90728749999998    -60.35701944444445   17.664    0.722    0.793   -1   -1    1   -1    0  
  11415   119.90738333333331    -60.34388888888889   15.675    0.697    0.831   -1   -1    1   -1    0  
  11416   119.90754166666666    -60.88879444444444   16.612    0.929    1.008   -1   -1    1   -1    0  
  11417   119.90775416666665    -60.47958055555556   20.711   -9.999    1.549    0   -1    0   -1    0  
  11418   119.90784583333333   -61.119283333333335   19.561    1.563    2.346    1   -1    1   -1    0  
  11419   119.90787083333332    -60.46384166666667   20.072   -9.999    0.947    0   -1    0   -1    0  
  11420   119.90843333333332    -60.43595833333333    17.89    0.606    0.912   -1   -1   -1   -1    0  
  11421   119.90874583333331    -61.20215833333334   15.556    1.206    1.302    1    1    1    1    0  
  11422   119.90896666666666   -60.395336111111114   20.426   -9.999    1.202    0   -1    0   -1    0  
  11423   119.90900833333332    -61.13740277777778   15.315    1.116    1.178    1    1    1    1    0  
  11424             119.9091    -61.08079166666667   17.504     0.73    0.871   -1   -1    1   -1    0  
  11425   119.90924166666666              -60.4165   20.347   -9.999    1.304    0   -1    0   -1    0  
  11426          119.9094375              -60.9508   18.636    0.808    1.038   -1   -1    1   -1    0  
  11427   119.90944166666665   -61.024747222222224   18.794     0.65    0.797   -1   -1    1   -1    0  
  11428   119.90960833333332   -60.596222222222224   17.417    1.189   -9.999   -1    0    0   -1    0  
  11429   119.90963333333333    -60.39376111111111   20.165    0.447    0.923   -1   -1   -1   -1    0  
  11430   119.90972499999998   -60.940261111111106   18.064     0.69    0.963   -1   -1    1   -1    0  
  11431   119.90989999999998    -60.70037222222223   19.549    1.056   -9.999   -1    0    0   -1    0  
  11432            119.90995               -60.994   17.475    0.791    1.126   -1   -1   -1   -1    0  
  11433   119.90997916666666    -60.32771666666667   13.013     1.11    1.155   -1   -1    1   -1    0  
  11434   119.91020833333332    -60.45767222222222   18.047    0.941     0.72   -1   -1   -1   -1    0  
  11435   119.91026666666666             -60.38675   18.232    0.814    0.922   -1   -1    1   -1    0  
  11436   119.91069166666665    -60.37719166666667   20.517   -9.999    2.084    0   -1    0   -1    0  
  11437   119.91081249999998    -60.95353055555556   14.949    1.562    0.874   -1   -1   -1   -1    0  
  11438   119.91084999999998    -61.09283611111111   19.396    0.824    0.984   -1   -1    1   -1    0  
  11439   119.91085416666667   -61.046569444444444   17.121    0.682    0.881   -1   -1    1   -1    0  
  11440   119.91091666666665   -60.506655555555554   19.052    0.896    0.978   -1   -1    1   -1    0  
  11441   119.91105833333333   -60.630116666666666   14.552    0.942    1.078    1    1    1    1    0  
  11442   119.91110833333332   -60.860952777777776   19.728    0.617    1.095   -1   -1   -1   -1    0  
  11443   119.91131249999998   -60.954575000000006   14.902    0.826    0.833   -1   -1    1   -1    0  
  11444   119.91135416666665    -60.48448333333334   18.485    0.954    1.091   -1   -1    1   -1    0  
  11445   119.91152916666665    -60.68903333333333    19.33    0.748    0.846   -1   -1    1   -1    0  
  11446   119.91153333333332   -60.365005555555555    16.76    0.608    0.783   -1   -1    1   -1    0  
  11447   119.91171666666665    -60.76654722222222     18.6    0.678      0.8   -1   -1    1   -1    0  
  11448   119.91205416666665    -61.12251388888889   20.113    0.608    0.781   -1   -1    1   -1    0  
  11449   119.91230833333331   -60.637258333333335   19.292    1.152    1.172   -1   -1    1   -1    0  
  11450   119.91245416666666   -60.410405555555556   19.077    1.541    1.721    1   -1    1   -1    0  
  11451   119.91252499999999    -60.71854444444445   19.429   -9.999     2.68    0    1    0    1    0  
  11452   119.91258749999999    -60.40253055555556   15.303     1.49    2.219   -1   -1    1   -1    0  
  11453   119.91265416666666    -60.70334444444445   15.161    0.911    0.988   -1   -1    1   -1    0  
  11454   119.91274583333332   -60.505741666666665   20.232   -9.999    1.584    0   -1    0   -1    0  
  11455   119.91292916666666    -60.76038055555556   18.759    1.348    2.646   -1    1   -1   -1    1  
  11456   119.91327916666665    -60.69853333333333   17.368    1.025    1.146   -1   -1    1   -1    0  
  11457          119.9136375    -60.38939722222222   20.307   -9.999    1.052    0   -1    0   -1    0  
  11458   119.91387499999999   -60.480672222222225   16.717    1.096    1.242   -1   -1    1   -1    0  
  11459   119.91389999999998    -61.02888333333333   14.979    0.836    0.916   -1   -1    1   -1    0  
  11460   119.91411249999999   -60.854080555555555   19.578    0.933    1.119   -1   -1    1   -1    0  
  11461   119.91413749999998    -61.11908611111111   19.117    0.965    1.201   -1   -1    1   -1    0  
  11462   119.91414583333332    -60.43440833333333   18.374    0.789    1.038   -1   -1    1   -1    0  
  11463   119.91418333333333    -60.93888055555555   17.726    0.723    0.909   -1   -1    1   -1    0  
  11464   119.91419166666665   -60.968922222222226    18.87    0.822    1.136   -1   -1   -1   -1    0  
  11465   119.91424166666664    -60.47217222222223   20.641   -9.999    2.008    0   -1    0   -1    0  
  11466   119.91425833333332   -60.779244444444444   18.369    0.721    0.898   -1   -1    1   -1    0  
  11467   119.91447916666665   -60.738416666666666   16.812    0.874    0.973   -1   -1    1   -1    0  
  11468   119.91450833333332   -60.776761111111114   20.093   -9.999    1.035    0   -1    0   -1    0  
  11469   119.91452916666665   -60.424949999999995   18.582    0.757    1.153   -1   -1   -1   -1    0  
  11470   119.91468333333333   -60.755005555555556   19.783    0.855    1.737   -1   -1   -1   -1    0  
  11471   119.91470833333332   -60.478744444444445    19.08    1.118    1.068   -1   -1    1   -1    0  
  11472   119.91470833333332    -61.19441388888889   10.932    0.324    0.421    1    1    1    1    0  
  11473   119.91507083333332    -60.31919722222223   19.631   -9.999    0.813    0   -1    0   -1    0  
  11474          119.9151625    -60.82155277777778   16.239    0.784    0.927   -1   -1    1   -1    0  
  11475   119.91523333333332    -60.42924166666666   18.512    0.745    0.752   -1   -1    1   -1    0  
  11476   119.91543333333333    -60.75221666666667   15.051    0.677    0.817   -1   -1    1   -1    0  
  11477   119.91559583333331   -60.917766666666665   17.646    1.219    1.369   -1   -1    1   -1    0  
  11478   119.91602083333332    -60.43386388888889   19.764   -9.999    1.281    0   -1    0   -1    0  
  11479   119.91613749999998   -60.443574999999996   19.851   -9.999    1.674    0   -1    0   -1    0  
  11480   119.91629166666665    -60.45883611111111    16.62    0.689    0.885   -1   -1    1   -1    0  
  11481   119.91631666666666   -60.585391666666666    14.67    1.597   -9.999   -1    0    0   -1    0  
  11482   119.91639166666666   -60.748511111111114   15.097    0.797    0.894   -1   -1    1   -1    0  
  11483   119.91640833333331    -60.42091666666666   19.904    0.474    0.442   -1   -1    1   -1    0  
  11484   119.91641249999999   -60.676066666666664   19.251    1.002    1.433   -1   -1   -1   -1    0  
  11485   119.91657083333332            -60.708675   14.774    1.046    1.206    1    1    1    1    1  
  11486   119.91668333333332    -60.92176666666666   15.289    0.729    0.848   -1   -1    1   -1    0  
  11487   119.91675416666666    -60.34974166666667   18.048     0.87    0.986   -1   -1    1   -1    0  
  11488   119.91680416666665    -61.11446111111111   15.728    1.216    1.638    1    1   -1   -1    1  
  11489   119.91691249999998    -61.20529166666667   14.652    1.376    1.535   -1   -1   -1   -1    0  
  11490   119.91704999999999    -60.90016111111111   14.462    0.722    0.858   -1   -1    1   -1    0  
  11491   119.91725833333332    -60.39807777777778   18.324    0.489    0.801   -1   -1    1   -1    0  
  11492   119.91750833333332   -60.786455555555555   19.896   -9.999    1.897    0   -1    0   -1    0  
  11493   119.91767499999999   -61.133266666666664   17.294    0.767    0.869   -1   -1    1   -1    0  
  11494   119.91771666666665    -60.45241666666667    19.43   -9.999    1.838    0   -1    0   -1    0  
  11495   119.91776249999998    -61.11391666666667   15.703     1.18    1.619    1    1   -1   -1    1  
  11496   119.91780416666666    -60.34236388888889   19.711     0.83    0.881   -1   -1    1   -1    0  
  11497   119.91794999999999   -60.693638888888884    20.43   -9.999    1.292    0   -1    0   -1    0  
  11498   119.91799583333332    -60.52010277777778     21.4   -9.999    2.794    0   -1    0   -1    0  
  11499   119.91807916666666    -60.83508055555556   18.698    0.838    0.967   -1   -1    1   -1    0  
  11500   119.91818333333332    -60.61913333333333    18.77    0.379    0.726   -1   -1   -1   -1    0  
  11501            119.91865             -60.58485   16.139    1.188   -9.999   -1    0    0   -1    0  
  11502   119.91881249999999   -60.600208333333335   17.616    1.792    3.003   -1   -1   -1   -1    0  
  11503   119.91896666666665    -60.45090555555556    20.29   -9.999    0.851    0   -1    0   -1    0  
  11504   119.91899583333333    -60.51211388888889   19.109    1.066    1.052   -1   -1    1   -1    0  
  11505   119.91904583333331    -60.69976666666666   20.582   -9.999     1.54    0   -1    0   -1    0  
  11506   119.91944999999998   -60.522933333333334   18.904   -9.999    2.222    0   -1    0   -1    0  
  11507   119.91979583333331    -60.65250555555556   20.281   -9.999    2.591    0   -1    0   -1    0  
  11508   119.91989583333331    -60.59426388888889   16.346    0.965    3.565   -1   -1   -1   -1    0  
  11509           119.919975    -61.09049166666667   18.688    0.995    0.908   -1   -1    1   -1    0  
  11510   119.92009166666665   -61.149169444444446   19.158    1.239    1.289   -1   -1    1   -1    0  
  11511          119.9204875    -61.02404166666667   18.445    1.462    2.606    1    1   -1   -1    1  
  11512   119.92056666666666    -61.04992222222222   19.254    1.509    1.617    1   -1    1   -1    0  
  11513   119.92082916666665   -61.210594444444446   18.542    1.005    1.303   -1   -1   -1   -1    0  
  11514   119.92108749999998    -60.87388333333333   15.628    0.844    0.942   -1   -1    1   -1    0  
  11515   119.92150416666665    -61.15951388888889   18.486    1.051    1.575   -1   -1   -1   -1    0  
  11516   119.92158333333332    -61.19641111111111   14.884    1.617    1.004   -1   -1   -1   -1    0  
  11517   119.92160416666665    -60.43474166666666   16.604    0.821    0.886   -1   -1    1   -1    0  
  11518   119.92162916666665    -61.15698888888889   12.508    0.626     0.76    1    1    1    1    1  
  11519   119.92181249999999    -60.59191944444445    15.37     0.66    1.667   -1   -1   -1   -1    0  
  11520   119.92181666666666   -61.035013888888884   20.515   -9.999    3.135    0    1    0    1    1  
  11521   119.92185833333332   -61.046727777777775   18.776    0.713     0.69   -1   -1    1   -1    0  
  11522   119.92206666666665   -61.033027777777775   20.141   -9.999    0.955    0   -1    0   -1    0  
  11523   119.92232499999999    -60.42038611111111   18.429    1.011    1.038   -1   -1    1   -1    0  
  11524   119.92245833333332    -61.19525833333333   14.816    1.332    1.007   -1   -1   -1   -1    0  
  11525   119.92259166666666    -61.15528888888889   13.837    0.366    0.733   -1   -1   -1   -1    0  
  11526   119.92264583333332   -60.382936111111114   21.154   -9.999    2.343    0   -1    0   -1    0  
  11527   119.92277916666664   -61.018858333333334   19.455    1.543    1.762    1   -1    1   -1    0  
  11528   119.92297499999998    -60.91571111111111   18.183   -9.999    1.928    0   -1    0   -1    0  
  11529   119.92299583333332    -60.31291944444444    19.64   -9.999    1.503    0   -1    0   -1    0  
  11530   119.92301249999998    -60.90329722222222   17.138    1.198    1.455   -1   -1    1   -1    0  
  11531   119.92317916666666    -61.10758611111111    20.83   -9.999    1.255    0   -1    0   -1    0  
  11532   119.92328749999999   -60.497883333333334   17.842    0.922    0.949   -1   -1    1   -1    0  
  11533   119.92334583333331    -60.44976388888889   19.971    0.603    0.882   -1   -1    1   -1    0  
  11534   119.92374999999998    -60.82861666666667   18.273    1.035    1.051   -1   -1    1   -1    0  
  11535   119.92384999999999    -61.09963611111111   20.252   -9.999    2.267    0   -1    0   -1    0  
  11536   119.92395416666665    -60.83500277777778   16.215     0.65    0.767   -1   -1    1   -1    0  
  11537   119.92397083333333   -60.447338888888886   18.057    0.636    0.818   -1   -1    1   -1    0  
  11538   119.92412916666665    -61.17349722222222   18.463    0.673    0.844   -1   -1    1   -1    0  
  11539   119.92415416666665    -60.42616666666667   19.488    0.641    1.069   -1   -1   -1   -1    0  
  11540   119.92416666666665   -61.188380555555554   16.349    1.501    1.851    1    1    1    1    1  
  11541   119.92457083333332   -60.867130555555555   19.565    0.884    1.032   -1   -1    1   -1    0  
  11542   119.92470833333331    -60.67952222222222   19.129    0.811    1.151   -1   -1   -1   -1    0  
  11543   119.92474583333332    -60.41783611111111   19.594   -9.999    1.301    0   -1    0   -1    0  
  11544   119.92477083333331    -60.38812222222222     20.1   -9.999    1.252    0   -1    0   -1    0  
  11545   119.92488333333333    -60.79570555555556   19.051    1.394    2.247   -1   -1   -1   -1    0  
  11546   119.92495416666667   -60.501063888888886   19.638    0.705    0.941   -1   -1    1   -1    0  
  11547   119.92498749999999    -60.72306666666667   16.969    0.888    0.948   -1   -1    1   -1    0  
  11548   119.92516666666666    -61.19466666666666   17.595    0.648    0.995   -1   -1   -1   -1    0  
  11549   119.92543333333333   -60.766663888888885   15.091    1.075     1.19    1    1    1    1    0  
  11550   119.92551666666665   -60.614494444444446   14.248    0.647    0.767   -1   -1    1   -1    0  
  11551   119.92575416666665    -60.68031666666666   19.813   -9.999    1.621    0   -1    0   -1    0  
  11552   119.92584583333333   -61.124427777777775   19.437    0.826    1.183   -1   -1   -1   -1    0  
  11553   119.92588749999999   -61.131322222222224    20.29   -9.999     1.39    0   -1    0   -1    0  
  11554   119.92622499999999   -61.092263888888894   19.776    0.671    0.981   -1   -1   -1   -1    0  
  11555   119.92625416666665    -60.30034722222222   15.238    0.558    0.764   -1   -1    1   -1    0  
  11556   119.92632916666665   -60.841097222222224   16.231     1.35    1.549    1    1    1    1    0  
  11557   119.92639583333332    -60.93092222222222    18.52    0.724    1.052   -1   -1   -1   -1    0  
  11558   119.92645416666666    -60.69925833333333    19.96   -9.999    1.672    0   -1    0   -1    0  
  11559   119.92657499999999    -60.70164444444445   18.805    1.502    1.787    1   -1    1   -1    0  
  11560   119.92660833333332    -60.94701666666666   15.449    0.851    0.997   -1   -1    1   -1    0  
  11561   119.92666666666665   -60.413583333333335   16.336    1.361    1.574    1    1    1    1    0  
  11562   119.92677083333332   -60.594858333333335   18.236    1.148    4.313   -1   -1   -1   -1    0  
  11563   119.92693333333332    -60.77393333333333   20.104   -9.999     2.14    0   -1    0   -1    0  
  11564   119.92693749999998   -60.923716666666664   19.798   -9.999    2.417    0   -1    0   -1    0  
  11565   119.92709583333333    -61.10966666666667   18.539    0.679    0.838   -1   -1    1   -1    0  
  11566   119.92742083333331   -61.171369444444444   17.625      1.1    1.239   -1   -1    1   -1    0  
  11567   119.92743749999998    -60.59240277777778   18.006    1.111   -9.999   -1    0    0   -1    0  
  11568   119.92761666666665    -61.00167777777778   15.172    0.759    0.869   -1   -1    1   -1    0  
  11569   119.92762499999998    -61.19683333333333   20.306   -9.999    1.584    0   -1    0   -1    0  
  11570   119.92765416666666            -61.014375   18.801    0.862    1.109   -1   -1    1   -1    0  
  11571   119.92787499999999    -61.20261111111111   19.971   -9.999    2.372    0   -1    0   -1    0  
  11572   119.92798333333332    -60.43677777777778   20.113   -9.999    2.602    0   -1    0   -1    0  
  11573   119.92809166666665   -61.158588888888886   18.668    0.901    0.842   -1   -1    1   -1    0  
  11574   119.92811666666665    -60.71088888888889   19.455    0.813    0.717   -1   -1   -1   -1    0  
  11575   119.92821666666666    -60.35303611111111   15.537    0.738    0.865   -1   -1    1   -1    0  
  11576            119.92835    -60.78039166666667   18.044     0.71    0.861   -1   -1    1   -1    0  
  11577   119.92867916666665    -60.89749444444445   18.952    0.581    0.836   -1   -1    1   -1    0  
  11578   119.92876666666665    -61.09388333333334   17.303    0.754    0.918   -1   -1    1   -1    0  
  11579   119.92899166666666    -60.51759444444444   17.049    0.671    0.839   -1   -1    1   -1    0  
  11580   119.92905833333333    -60.61026666666667   15.397    0.573     0.72   -1   -1    1   -1    0  
  11581   119.92910416666665   -60.585169444444446   17.813    0.293   -9.999   -1    0    0   -1    0  
  11582   119.92935416666664    -60.56603888888888   18.744    1.515    1.467    1   -1   -1   -1    0  
  11583   119.92947499999998   -60.605491666666666   19.363    0.842   -9.999   -1    0    0   -1    0  
  11584   119.92992499999998    -61.14201111111111   20.551    0.889    1.626   -1   -1   -1   -1    0  
  11585   119.93001249999999    -60.39718888888889   18.878    1.226    1.088   -1   -1   -1   -1    0  
  11586   119.93014999999998    -60.54499444444444   20.376   -9.999     0.69    0   -1    0   -1    0  
  11587   119.93017916666666   -60.451905555555555    18.11    0.799    0.694   -1   -1   -1   -1    0  
  11588   119.93040416666665   -60.723127777777776   18.299    0.615     0.87   -1   -1    1   -1    0  
  11589   119.93060833333331    -61.04131944444444   19.049   -9.999     1.63    0   -1    0   -1    0  
  11590   119.93069166666666    -60.74793611111111   20.179   -9.999    2.644    0   -1    0   -1    0  
  11591   119.93074583333332   -60.479441666666666    19.51    0.707     1.21   -1   -1   -1   -1    0  
  11592   119.93087083333332    -60.47502222222222   16.118    0.856    1.014   -1   -1    1   -1    0  
  11593   119.93102083333332    -60.58421666666667   15.044    0.645    1.322   -1    1   -1   -1    1  
  11594   119.93141249999998    -60.70370277777778   19.843   -9.999    1.565    0   -1    0   -1    0  
  11595   119.93150416666666    -60.82793055555556   19.631   -9.999    1.282    0   -1    0   -1    0  
  11596   119.93169999999999    -60.96488888888889   18.251    0.494    0.906   -1   -1   -1   -1    0  
  11597   119.93205416666665    -60.61736944444444   18.643    0.773    0.852   -1   -1    1   -1    0  
  11598   119.93221249999999    -60.35868611111111   18.611    1.641    2.034    1   -1    1   -1    0  
  11599   119.93254999999999    -60.65906388888889   19.679    0.521    1.201   -1   -1   -1   -1    0  
  11600   119.93262499999999    -61.18850277777778   15.707    1.124     1.29   -1    1    1   -1    0  
  11601   119.93266249999999    -60.86356388888889   14.162    1.419    1.385   -1   -1   -1   -1    0  
  11602   119.93272916666665    -60.77075555555555    14.89    0.695    0.818   -1   -1    1   -1    0  
  11603   119.93278333333332              -60.9981   17.764    0.854    0.977   -1   -1    1   -1    0  
  11604   119.93289583333332    -60.92876388888889   19.885   -9.999    1.656    0   -1    0   -1    0  
  11605   119.93294999999999            -60.493425   17.325    1.069    1.184   -1   -1    1   -1    0  
  11606   119.93347083333332            -60.795725   18.759    1.369    1.364   -1   -1   -1   -1    0  
  11607   119.93355833333331    -61.10651388888889    19.79    0.908    1.166   -1   -1    1   -1    0  
  11608   119.93360833333332   -60.752027777777776   17.157    0.872    0.942   -1   -1    1   -1    0  
  11609   119.93397916666666    -60.57318055555556    15.82    0.669    0.815   -1   -1    1   -1    0  
  11610   119.93404999999998   -61.142716666666665   19.567     1.46    2.103   -1   -1    1   -1    0  
  11611   119.93412916666665    -60.67193888888889    9.619    0.223    0.257    1    1    1    1    1  
  11612   119.93433749999998    -60.65539166666667   19.094   -9.999    1.663    0   -1    0   -1    0  
  11613   119.93442916666665   -60.888841666666664   19.088   -9.999     1.98    0   -1    0   -1    0  
  11614   119.93444166666666            -60.544925    20.29   -9.999    1.228    0   -1    0   -1    0  
  11615           119.934525            -60.538775   18.087    1.655    2.436    1    1    1    1    1  
  11616   119.93456666666665    -61.04196111111111    19.61    1.512    1.946    1   -1    1   -1    0  
  11617   119.93458333333332    -60.85002777777778    19.23   -9.999    1.075    0   -1    0   -1    0  
  11618   119.93461666666666   -60.500341666666664   17.715     0.67    0.907   -1   -1    1   -1    0  
  11619   119.93476249999999    -60.50559166666667   20.562   -9.999    2.254    0   -1    0   -1    0  
  11620          119.9348625    -60.95418888888889   17.993    0.798    0.962   -1   -1    1   -1    0  
  11621   119.93497916666665   -60.554341666666666   17.323     0.93    0.875   -1   -1    1   -1    0  
  11622   119.93501666666666    -60.44729722222222   16.316    0.941    1.034   -1   -1    1   -1    0  
  11623   119.93514583333332    -60.44110555555555   18.449    0.581    0.794   -1   -1    1   -1    0  
  11624   119.93532083333331    -60.74283055555556   19.954   -9.999    1.884    0   -1    0   -1    0  
  11625   119.93535416666664   -61.078877777777784   20.205    1.023    0.682   -1   -1   -1   -1    0  
  11626   119.93557083333332    -60.73286388888889   20.274   -9.999    2.303    0   -1    0   -1    0  
  11627   119.93575833333331   -60.352266666666665   20.091   -9.999    1.282    0   -1    0   -1    0  
  11628   119.93583749999999    -61.17366666666666   18.505    1.046    1.264   -1   -1    1   -1    0  
  11629          119.9360375   -60.868030555555556    18.81    0.721    0.798   -1   -1    1   -1    0  
  11630   119.93609166666666    -61.13851388888889   20.104   -9.999    1.761    0   -1    0   -1    0  
  11631   119.93612499999999    -60.36608888888889   17.329    0.667    0.813   -1   -1    1   -1    0  
  11632   119.93613333333332    -61.14711944444444   19.249    0.965    1.223   -1   -1    1   -1    0  
  11633   119.93616666666665    -60.68868333333333   20.107    0.813     1.09   -1   -1    1   -1    0  
  11634   119.93624583333332    -60.97509166666667   17.665    1.666    2.047    1    1    1    1    0  
  11635   119.93626249999998    -61.12554166666667   19.161    0.793    1.042   -1   -1    1   -1    0  
  11636   119.93637916666665    -60.83217777777778   19.565    0.318    0.764   -1   -1   -1   -1    0  
  11637            119.93645   -60.720108333333336   19.658   -9.999     0.99    0   -1    0   -1    0  
  11638   119.93646666666665   -60.635847222222225   16.003    0.806    0.922   -1   -1    1   -1    0  
  11639   119.93652499999999    -60.52837777777778   17.788    1.101    1.089   -1   -1    1   -1    0  
  11640   119.93669999999999   -60.962944444444446   15.082    0.657    0.815   -1   -1    1   -1    0  
  11641   119.93681666666666   -60.754080555555554   17.842   -9.999    0.969    0   -1    0   -1    0  
  11642   119.93698333333333    -61.05921111111111   18.942    0.874    0.758   -1   -1   -1   -1    0  
  11643   119.93700833333331    -60.62519722222222   17.102    0.781    0.939   -1   -1    1   -1    0  
  11644   119.93709166666666    -60.64366111111111   19.358    0.672   -9.999   -1    0    0   -1    0  
  11645   119.93727916666666    -60.43306944444444   20.106    1.217     1.39   -1   -1    1   -1    0  
  11646          119.9374625    -61.16885277777777   19.533   -9.999     1.85    0   -1    0   -1    0  
  11647   119.93748333333332   -60.754844444444444   17.513    0.656    0.903   -1   -1    1   -1    0  
  11648   119.93764999999999   -60.930477777777774   18.803   -9.999    0.753    0   -1    0   -1    0  
  11649   119.93765833333332    -60.73394722222222   16.331     0.79    0.899   -1   -1    1   -1    0  
  11650   119.93774166666665    -60.49336944444445     17.8    0.717    0.842   -1   -1    1   -1    0  
  11651   119.93775833333332    -60.87424166666667   18.846   -9.999    1.072    0   -1    0   -1    0  
  11652   119.93782916666666    -60.42220555555555   19.779   -9.999     1.83    0   -1    0   -1    0  
  11653   119.93784166666666    -60.82140555555556   20.135   -9.999    1.905    0   -1    0   -1    0  
  11654   119.93809166666665    -60.30088611111111   17.807    0.754    0.855   -1   -1    1   -1    0  
